MainDrug,NDC,Strength,Formulation,Inactive
calcium sulfate anhydrous,63479-0101,30 [hp_X]  in 1 mL,"aceticum acidum, arnica montana, avena sativa, calcarea carbonica, calcarea phosphorica, calcarea sulphurica, ceanothus americanus, ceratostigma illmottianum, chininum arsenicosum, citricum acidum, english elm, european hornbeam, european olive, gentianella amarella, hydrofluoricum acidum, juglans regia, lacticum acidum, magnesia phosphorica, natrum muriaticum, natrum phosphoricum, natrum silicofluoricum, natrum sulphuricum, passiflora incarnata, phosphoricum acidum, sarcolacticum acidum, solidago virgaurea solution/ drops",TRIBASIC CALCIUM PHOSPHATE
calcium sulfate anhydrous,63479-0101,15 [hp_X]  in 1 mL,"aceticum acidum, arnica montana, avena sativa, calcarea carbonica, calcarea phosphorica, calcarea sulphurica, ceanothus americanus, ceratostigma illmottianum, chininum arsenicosum, citricum acidum, english elm, european hornbeam, european olive, gentianella amarella, hydrofluoricum acidum, juglans regia, lacticum acidum, magnesia phosphorica, natrum muriaticum, natrum phosphoricum, natrum silicofluoricum, natrum sulphuricum, passiflora incarnata, phosphoricum acidum, sarcolacticum acidum, solidago virgaurea solution/ drops",CEANOTHUS AMERICANUS LEAF
calcium sulfate anhydrous,63479-0101,4 [hp_X]  in 1 mL,"aceticum acidum, arnica montana, avena sativa, calcarea carbonica, calcarea phosphorica, calcarea sulphurica, ceanothus americanus, ceratostigma illmottianum, chininum arsenicosum, citricum acidum, english elm, european hornbeam, european olive, gentianella amarella, hydrofluoricum acidum, juglans regia, lacticum acidum, magnesia phosphorica, natrum muriaticum, natrum phosphoricum, natrum silicofluoricum, natrum sulphuricum, passiflora incarnata, phosphoricum acidum, sarcolacticum acidum, solidago virgaurea solution/ drops",SODIUM HEXAFLUOROSILICATE
calcium sulfate anhydrous,63479-0101,8 [hp_X]  in 1 mL,"aceticum acidum, arnica montana, avena sativa, calcarea carbonica, calcarea phosphorica, calcarea sulphurica, ceanothus americanus, ceratostigma illmottianum, chininum arsenicosum, citricum acidum, english elm, european hornbeam, european olive, gentianella amarella, hydrofluoricum acidum, juglans regia, lacticum acidum, magnesia phosphorica, natrum muriaticum, natrum phosphoricum, natrum silicofluoricum, natrum sulphuricum, passiflora incarnata, phosphoricum acidum, sarcolacticum acidum, solidago virgaurea solution/ drops",QUININE ARSENITE
calcium sulfate anhydrous,63479-0101,15 [hp_X]  in 1 mL,"aceticum acidum, arnica montana, avena sativa, calcarea carbonica, calcarea phosphorica, calcarea sulphurica, ceanothus americanus, ceratostigma illmottianum, chininum arsenicosum, citricum acidum, english elm, european hornbeam, european olive, gentianella amarella, hydrofluoricum acidum, juglans regia, lacticum acidum, magnesia phosphorica, natrum muriaticum, natrum phosphoricum, natrum silicofluoricum, natrum sulphuricum, passiflora incarnata, phosphoricum acidum, sarcolacticum acidum, solidago virgaurea solution/ drops",HYDROFLUORIC ACID
calcium sulfate anhydrous,63479-0101,30 [hp_X]  in 1 mL,"aceticum acidum, arnica montana, avena sativa, calcarea carbonica, calcarea phosphorica, calcarea sulphurica, ceanothus americanus, ceratostigma illmottianum, chininum arsenicosum, citricum acidum, english elm, european hornbeam, european olive, gentianella amarella, hydrofluoricum acidum, juglans regia, lacticum acidum, magnesia phosphorica, natrum muriaticum, natrum phosphoricum, natrum silicofluoricum, natrum sulphuricum, passiflora incarnata, phosphoricum acidum, sarcolacticum acidum, solidago virgaurea solution/ drops",JUGLANS REGIA FLOWERING TOP
calcium sulfate anhydrous,63479-0101,9 [hp_X]  in 1 mL,"aceticum acidum, arnica montana, avena sativa, calcarea carbonica, calcarea phosphorica, calcarea sulphurica, ceanothus americanus, ceratostigma illmottianum, chininum arsenicosum, citricum acidum, english elm, european hornbeam, european olive, gentianella amarella, hydrofluoricum acidum, juglans regia, lacticum acidum, magnesia phosphorica, natrum muriaticum, natrum phosphoricum, natrum silicofluoricum, natrum sulphuricum, passiflora incarnata, phosphoricum acidum, sarcolacticum acidum, solidago virgaurea solution/ drops","MAGNESIUM PHOSPHATE, DIBASIC TRIHYDRATE"
calcium sulfate anhydrous,63479-0101,15 [hp_X]  in 1 mL,"aceticum acidum, arnica montana, avena sativa, calcarea carbonica, calcarea phosphorica, calcarea sulphurica, ceanothus americanus, ceratostigma illmottianum, chininum arsenicosum, citricum acidum, english elm, european hornbeam, european olive, gentianella amarella, hydrofluoricum acidum, juglans regia, lacticum acidum, magnesia phosphorica, natrum muriaticum, natrum phosphoricum, natrum silicofluoricum, natrum sulphuricum, passiflora incarnata, phosphoricum acidum, sarcolacticum acidum, solidago virgaurea solution/ drops",SODIUM SULFATE
calcium sulfate anhydrous,63479-0101,10 [hp_X]  in 1 mL,"aceticum acidum, arnica montana, avena sativa, calcarea carbonica, calcarea phosphorica, calcarea sulphurica, ceanothus americanus, ceratostigma illmottianum, chininum arsenicosum, citricum acidum, english elm, european hornbeam, european olive, gentianella amarella, hydrofluoricum acidum, juglans regia, lacticum acidum, magnesia phosphorica, natrum muriaticum, natrum phosphoricum, natrum silicofluoricum, natrum sulphuricum, passiflora incarnata, phosphoricum acidum, sarcolacticum acidum, solidago virgaurea solution/ drops",PASSIFLORA INCARNATA FLOWERING TOP
calcium sulfate anhydrous,63479-0101,15 [hp_X]  in 1 mL,"aceticum acidum, arnica montana, avena sativa, calcarea carbonica, calcarea phosphorica, calcarea sulphurica, ceanothus americanus, ceratostigma illmottianum, chininum arsenicosum, citricum acidum, english elm, european hornbeam, european olive, gentianella amarella, hydrofluoricum acidum, juglans regia, lacticum acidum, magnesia phosphorica, natrum muriaticum, natrum phosphoricum, natrum silicofluoricum, natrum sulphuricum, passiflora incarnata, phosphoricum acidum, sarcolacticum acidum, solidago virgaurea solution/ drops",WATER
calcium sulfate anhydrous,63479-0101,15 [hp_X]  in 1 mL,"aceticum acidum, arnica montana, avena sativa, calcarea carbonica, calcarea phosphorica, calcarea sulphurica, ceanothus americanus, ceratostigma illmottianum, chininum arsenicosum, citricum acidum, english elm, european hornbeam, european olive, gentianella amarella, hydrofluoricum acidum, juglans regia, lacticum acidum, magnesia phosphorica, natrum muriaticum, natrum phosphoricum, natrum silicofluoricum, natrum sulphuricum, passiflora incarnata, phosphoricum acidum, sarcolacticum acidum, solidago virgaurea solution/ drops",ALCOHOL
acetic acid,60512-6154,3 [hp_X],aceticum acidum pellet,LACTOSE
acetic acid,60512-6154,3 [hp_X],aceticum acidum pellet,SUCROSE
acetic acid,15631-0004,3 [hp_X],aceticum acidum pellet,SUCROSE
acetic acid,63545-726,100 [hp_C],acidum aceticum pellet,SUCROSE
acetic acid,63545-001,6 [hp_C],acidum aceticum pellet,SUCROSE
acetic acid,63545-725,30 [hp_C],acidum aceticum pellet,SUCROSE
acetic acid,63545-727,200 [hp_C],acidum aceticum pellet,SUCROSE
acetic acid,63545-001,6 [hp_C],acidum aceticum pellet,SUCROSE
acetic acid,63545-724,12 [hp_C],acidum aceticum pellet,SUCROSE
acetic acid,63545-727,200 [hp_C],acidum aceticum pellet,SUCROSE
acetic acid,63545-726,100 [hp_C],acidum aceticum pellet,SUCROSE
acetic acid,63545-725,30 [hp_C],acidum aceticum pellet,SUCROSE
acetic acid,63545-727,200 [hp_C],acidum aceticum pellet,SUCROSE
acetic acid,63545-724,12 [hp_C],acidum aceticum pellet,SUCROSE
acetic acid,63545-001,6 [hp_C],acidum aceticum pellet,SUCROSE
acetic acid,63545-725,30 [hp_C],acidum aceticum pellet,SUCROSE
acetic acid,63545-724,12 [hp_C],acidum aceticum pellet,SUCROSE
acetic acid,63545-727,200 [hp_C],acidum aceticum pellet,SUCROSE
acetic acid,63545-726,100 [hp_C],acidum aceticum pellet,SUCROSE
acetic acid,63545-725,30 [hp_C],acidum aceticum pellet,SUCROSE
acetaldehyde,64578-0148,12 [hp_X]  in 59.1 mL,", aceticum ac, arg nit, caffeinum, calc sulph, citricum ac, cortisone aceticum, echinacea purp, folliculinum, fragaria, fumaricum ac, gallicum ac, glandula suprarenalis suis, hepar suis, histaminum hydrochloricum, hydrangea, lac vac, lecithin, limulus, lycopersicum, lycopodium, nat bicarb, nat mur, nux vom, paraffinum, phosphoricum ac, saccharum off, silicea, tartaricum ac, torula cerevisiae. liquid",SILICON DIOXIDE
acetaldehyde,64578-0148,12 [hp_X]  in 59.1 mL,", aceticum ac, arg nit, caffeinum, calc sulph, citricum ac, cortisone aceticum, echinacea purp, folliculinum, fragaria, fumaricum ac, gallicum ac, glandula suprarenalis suis, hepar suis, histaminum hydrochloricum, hydrangea, lac vac, lecithin, limulus, lycopersicum, lycopodium, nat bicarb, nat mur, nux vom, paraffinum, phosphoricum ac, saccharum off, silicea, tartaricum ac, torula cerevisiae. liquid",SUS SCROFA ADRENAL GLAND
acetaldehyde,64578-0148,9 [hp_X]  in 59.1 mL,", aceticum ac, arg nit, caffeinum, calc sulph, citricum ac, cortisone aceticum, echinacea purp, folliculinum, fragaria, fumaricum ac, gallicum ac, glandula suprarenalis suis, hepar suis, histaminum hydrochloricum, hydrangea, lac vac, lecithin, limulus, lycopersicum, lycopodium, nat bicarb, nat mur, nux vom, paraffinum, phosphoricum ac, saccharum off, silicea, tartaricum ac, torula cerevisiae. liquid",SILVER NITRATE
acetaldehyde,64578-0148,10 [hp_X]  in 59.1 mL,", aceticum ac, arg nit, caffeinum, calc sulph, citricum ac, cortisone aceticum, echinacea purp, folliculinum, fragaria, fumaricum ac, gallicum ac, glandula suprarenalis suis, hepar suis, histaminum hydrochloricum, hydrangea, lac vac, lecithin, limulus, lycopersicum, lycopodium, nat bicarb, nat mur, nux vom, paraffinum, phosphoricum ac, saccharum off, silicea, tartaricum ac, torula cerevisiae. liquid",CORTISONE ACETATE
acetaldehyde,64578-0148,20 [hp_X]  in 59.1 mL,", aceticum ac, arg nit, caffeinum, calc sulph, citricum ac, cortisone aceticum, echinacea purp, folliculinum, fragaria, fumaricum ac, gallicum ac, glandula suprarenalis suis, hepar suis, histaminum hydrochloricum, hydrangea, lac vac, lecithin, limulus, lycopersicum, lycopodium, nat bicarb, nat mur, nux vom, paraffinum, phosphoricum ac, saccharum off, silicea, tartaricum ac, torula cerevisiae. liquid",GALLIC ACID MONOHYDRATE
acetaldehyde,64578-0148,12 [hp_X]  in 59.1 mL,", aceticum ac, arg nit, caffeinum, calc sulph, citricum ac, cortisone aceticum, echinacea purp, folliculinum, fragaria, fumaricum ac, gallicum ac, glandula suprarenalis suis, hepar suis, histaminum hydrochloricum, hydrangea, lac vac, lecithin, limulus, lycopersicum, lycopodium, nat bicarb, nat mur, nux vom, paraffinum, phosphoricum ac, saccharum off, silicea, tartaricum ac, torula cerevisiae. liquid",HISTAMINE DIHYDROCHLORIDE
acetaldehyde,64578-0148,12 [hp_X]  in 59.1 mL,", aceticum ac, arg nit, caffeinum, calc sulph, citricum ac, cortisone aceticum, echinacea purp, folliculinum, fragaria, fumaricum ac, gallicum ac, glandula suprarenalis suis, hepar suis, histaminum hydrochloricum, hydrangea, lac vac, lecithin, limulus, lycopersicum, lycopodium, nat bicarb, nat mur, nux vom, paraffinum, phosphoricum ac, saccharum off, silicea, tartaricum ac, torula cerevisiae. liquid",ECHINACEA PURPUREA
acetaldehyde,64578-0148,6 [hp_X]  in 59.1 mL,", aceticum ac, arg nit, caffeinum, calc sulph, citricum ac, cortisone aceticum, echinacea purp, folliculinum, fragaria, fumaricum ac, gallicum ac, glandula suprarenalis suis, hepar suis, histaminum hydrochloricum, hydrangea, lac vac, lecithin, limulus, lycopersicum, lycopodium, nat bicarb, nat mur, nux vom, paraffinum, phosphoricum ac, saccharum off, silicea, tartaricum ac, torula cerevisiae. liquid",HYDRANGEA ARBORESCENS ROOT
acetaldehyde,64578-0148,6 [hp_X]  in 59.1 mL,", aceticum ac, arg nit, caffeinum, calc sulph, citricum ac, cortisone aceticum, echinacea purp, folliculinum, fragaria, fumaricum ac, gallicum ac, glandula suprarenalis suis, hepar suis, histaminum hydrochloricum, hydrangea, lac vac, lecithin, limulus, lycopersicum, lycopodium, nat bicarb, nat mur, nux vom, paraffinum, phosphoricum ac, saccharum off, silicea, tartaricum ac, torula cerevisiae. liquid",PORK LIVER
acetaldehyde,64578-0148,9 [hp_X]  in 59.1 mL,", aceticum ac, arg nit, caffeinum, calc sulph, citricum ac, cortisone aceticum, echinacea purp, folliculinum, fragaria, fumaricum ac, gallicum ac, glandula suprarenalis suis, hepar suis, histaminum hydrochloricum, hydrangea, lac vac, lecithin, limulus, lycopersicum, lycopodium, nat bicarb, nat mur, nux vom, paraffinum, phosphoricum ac, saccharum off, silicea, tartaricum ac, torula cerevisiae. liquid",LYCOPODIUM CLAVATUM SPORE
acetaldehyde,64578-0148,12 [hp_X]  in 59.1 mL,", aceticum ac, arg nit, caffeinum, calc sulph, citricum ac, cortisone aceticum, echinacea purp, folliculinum, fragaria, fumaricum ac, gallicum ac, glandula suprarenalis suis, hepar suis, histaminum hydrochloricum, hydrangea, lac vac, lecithin, limulus, lycopersicum, lycopodium, nat bicarb, nat mur, nux vom, paraffinum, phosphoricum ac, saccharum off, silicea, tartaricum ac, torula cerevisiae. liquid",STRYCHNOS NUX-VOMICA SEED
acetaldehyde,64578-0148,12 [hp_X]  in 59.1 mL,", aceticum ac, arg nit, caffeinum, calc sulph, citricum ac, cortisone aceticum, echinacea purp, folliculinum, fragaria, fumaricum ac, gallicum ac, glandula suprarenalis suis, hepar suis, histaminum hydrochloricum, hydrangea, lac vac, lecithin, limulus, lycopersicum, lycopodium, nat bicarb, nat mur, nux vom, paraffinum, phosphoricum ac, saccharum off, silicea, tartaricum ac, torula cerevisiae. liquid",ACETIC ACID
acetaldehyde,64578-0148,15 [hp_X]  in 59.1 mL,", aceticum ac, arg nit, caffeinum, calc sulph, citricum ac, cortisone aceticum, echinacea purp, folliculinum, fragaria, fumaricum ac, gallicum ac, glandula suprarenalis suis, hepar suis, histaminum hydrochloricum, hydrangea, lac vac, lecithin, limulus, lycopersicum, lycopodium, nat bicarb, nat mur, nux vom, paraffinum, phosphoricum ac, saccharum off, silicea, tartaricum ac, torula cerevisiae. liquid",CAFFEINE
acetaldehyde,64578-0148,15 [hp_X]  in 59.1 mL,", aceticum ac, arg nit, caffeinum, calc sulph, citricum ac, cortisone aceticum, echinacea purp, folliculinum, fragaria, fumaricum ac, gallicum ac, glandula suprarenalis suis, hepar suis, histaminum hydrochloricum, hydrangea, lac vac, lecithin, limulus, lycopersicum, lycopodium, nat bicarb, nat mur, nux vom, paraffinum, phosphoricum ac, saccharum off, silicea, tartaricum ac, torula cerevisiae. liquid",CALCIUM SULFATE ANHYDROUS
acetaldehyde,64578-0148,15 [hp_X]  in 59.1 mL,", aceticum ac, arg nit, caffeinum, calc sulph, citricum ac, cortisone aceticum, echinacea purp, folliculinum, fragaria, fumaricum ac, gallicum ac, glandula suprarenalis suis, hepar suis, histaminum hydrochloricum, hydrangea, lac vac, lecithin, limulus, lycopersicum, lycopodium, nat bicarb, nat mur, nux vom, paraffinum, phosphoricum ac, saccharum off, silicea, tartaricum ac, torula cerevisiae. liquid",ANHYDROUS CITRIC ACID
acetaldehyde,64578-0148,15 [hp_X]  in 59.1 mL,", aceticum ac, arg nit, caffeinum, calc sulph, citricum ac, cortisone aceticum, echinacea purp, folliculinum, fragaria, fumaricum ac, gallicum ac, glandula suprarenalis suis, hepar suis, histaminum hydrochloricum, hydrangea, lac vac, lecithin, limulus, lycopersicum, lycopodium, nat bicarb, nat mur, nux vom, paraffinum, phosphoricum ac, saccharum off, silicea, tartaricum ac, torula cerevisiae. liquid",FUMARIC ACID
acetaldehyde,64578-0148,15 [hp_X]  in 59.1 mL,", aceticum ac, arg nit, caffeinum, calc sulph, citricum ac, cortisone aceticum, echinacea purp, folliculinum, fragaria, fumaricum ac, gallicum ac, glandula suprarenalis suis, hepar suis, histaminum hydrochloricum, hydrangea, lac vac, lecithin, limulus, lycopersicum, lycopodium, nat bicarb, nat mur, nux vom, paraffinum, phosphoricum ac, saccharum off, silicea, tartaricum ac, torula cerevisiae. liquid",COW MILK
acetaldehyde,64578-0148,15 [hp_X]  in 59.1 mL,", aceticum ac, arg nit, caffeinum, calc sulph, citricum ac, cortisone aceticum, echinacea purp, folliculinum, fragaria, fumaricum ac, gallicum ac, glandula suprarenalis suis, hepar suis, histaminum hydrochloricum, hydrangea, lac vac, lecithin, limulus, lycopersicum, lycopodium, nat bicarb, nat mur, nux vom, paraffinum, phosphoricum ac, saccharum off, silicea, tartaricum ac, torula cerevisiae. liquid",EGG PHOSPHOLIPIDS
acetaldehyde,64578-0148,15 [hp_X]  in 59.1 mL,", aceticum ac, arg nit, caffeinum, calc sulph, citricum ac, cortisone aceticum, echinacea purp, folliculinum, fragaria, fumaricum ac, gallicum ac, glandula suprarenalis suis, hepar suis, histaminum hydrochloricum, hydrangea, lac vac, lecithin, limulus, lycopersicum, lycopodium, nat bicarb, nat mur, nux vom, paraffinum, phosphoricum ac, saccharum off, silicea, tartaricum ac, torula cerevisiae. liquid",SODIUM BICARBONATE
acetaldehyde,64578-0148,15 [hp_X]  in 59.1 mL,", aceticum ac, arg nit, caffeinum, calc sulph, citricum ac, cortisone aceticum, echinacea purp, folliculinum, fragaria, fumaricum ac, gallicum ac, glandula suprarenalis suis, hepar suis, histaminum hydrochloricum, hydrangea, lac vac, lecithin, limulus, lycopersicum, lycopodium, nat bicarb, nat mur, nux vom, paraffinum, phosphoricum ac, saccharum off, silicea, tartaricum ac, torula cerevisiae. liquid",SUCROSE
